Date,Tournament,Surface,Best of,Winner,Loser,WRank,LRank,PSW,PSL
24/10/2025,US Open,Hard,5,Pires G.,Cerny J.,153,33,7.52,1.12
24/10/2025,US Open,Hard,5,Novak Z.,Novak H.,147,144,2.24,1.73
24/10/2025,US Open,Hard,5,Pires P.,Zeller P.,156,240,1.16,6.27
24/10/2025,US Open,Hard,5,Barros J.,Quist Z.,15,165,1.06,12.72
24/10/2025,US Open,Hard,5,Gomez Q.,Gomez H.,66,63,1.75,2.21
24/10/2025,US Open,Hard,5,Abbott E.,Varga R.,3,210,1.01,32.52
24/10/2025,US Open,Hard,5,Dorn F.,Nadeau A.,39,138,1.34,3.58
24/10/2025,US Open,Hard,5,Jansen O.,Eklund B.,96,48,2.68,1.54
24/10/2025,US Open,Hard,5,Mertens D.,Rossi N.,120,171,1.49,2.84
24/10/2025,US Open,Hard,5,Hale V.,Jansen D.,84,93,1.9,2.0
25/10/2025,US Open,Hard,5,Gomez X.,Ulrich Z.,72,201,1.15,6.5
25/10/2025,US Open,Hard,5,Castell K.,Varga G.,27,207,1.15,6.5
25/10/2025,US Open,Hard,5,Castell H.,Laurent Q.,24,108,1.15,6.3
25/10/2025,US Open,Hard,5,Mertens O.,Rossi A.,129,168,1.77,2.18
25/10/2025,US Open,Hard,5,Dorn F.,Hale F.,39,81,1.39,3.27
25/10/2025,US Open,Hard,5,Hale E.,Keller A.,78,102,1.82,2.11
25/10/2025,US Open,Hard,5,Nadeau A.,Weiss F.,138,213,1.08,10.34
25/10/2025,US Open,Hard,5,Abbott E.,Young X.,3,237,1.08,10.22
25/10/2025,US Open,Hard,5,Pires G.,Mertens D.,153,120,1.86,2.05
25/10/2025,US Open,Hard,5,Cerny J.,Rossi Q.,33,177,1.3,3.89
25/10/2025,US Open,Hard,5,Duval N.,Quist J.,45,162,1.25,4.41
25/10/2025,US Open,Hard,5,Mertens F.,Young W.,123,234,1.06,12.1
25/10/2025,US Open,Hard,5,Novak Z.,Ionescu P.,147,90,2.35,1.67
25/10/2025,US Open,Hard,5,Arden H.,Ostrov G.,9,150,1.14,6.71
26/10/2025,US Open,Hard,5,Hale E.,Falk U.,78,60,2.43,1.63
26/10/2025,US Open,Hard,5,Weiss L.,Pires P.,216,156,3.74,1.32
26/10/2025,US Open,Hard,5,Gomez H.,Young W.,63,234,1.02,22.36
26/10/2025,US Open,Hard,5,Cerny Q.,Tanner A.,36,186,1.17,5.9
26/10/2025,US Open,Hard,5,Abbott E.,Cerny G.,3,30,1.25,4.48
26/10/2025,US Open,Hard,5,Mertens M.,Nadeau L.,126,141,2.08,1.84
26/10/2025,US Open,Hard,5,Arden H.,Holm N.,9,87,1.4,3.24
26/10/2025,US Open,Hard,5,Mertens O.,Tanner Y.,129,198,1.26,4.29
26/10/2025,US Open,Hard,5,Nadeau A.,Stahl C.,138,180,1.41,3.17
26/10/2025,US Open,Hard,5,Rossi P.,Young X.,174,237,1.12,7.7
27/10/2025,Shanghai,Hard,3,Mertens F.,Mertens R.,123,132,1.88,2.03
27/10/2025,Shanghai,Hard,3,Tanner V.,Xenos O.,192,222,1.48,2.87
27/10/2025,Shanghai,Hard,3,Laurent Q.,Young W.,108,234,1.24,4.62
27/10/2025,Shanghai,Hard,3,Falk U.,Gomez U.,60,69,1.99,1.91
27/10/2025,Shanghai,Hard,3,Zeller P.,Weiss F.,240,213,3.17,1.41
27/10/2025,Shanghai,Hard,3,Rossi N.,Novak Z.,171,147,2.1,1.82
27/10/2025,Shanghai,Hard,3,Rossi P.,Varga D.,174,204,1.54,2.66
27/10/2025,Shanghai,Hard,3,Arden H.,Varga R.,9,210,1.11,7.95
27/10/2025,Shanghai,Hard,3,Ostrov G.,Tanner N.,150,189,1.49,2.82
28/10/2025,Shanghai,Hard,3,Dorn R.,Young V.,42,231,1.02,20.78
28/10/2025,Shanghai,Hard,3,Novak H.,Tanner W.,144,195,1.39,3.27
28/10/2025,Shanghai,Hard,3,Tanner V.,Zeller P.,192,240,1.18,5.71
28/10/2025,Shanghai,Hard,3,Keller A.,Xenos I.,102,219,1.27,4.24
28/10/2025,Shanghai,Hard,3,Gomez U.,Cerny Q.,69,36,2.38,1.65
28/10/2025,Shanghai,Hard,3,Arden H.,Lindqvist D.,9,114,1.03,18.22
28/10/2025,Shanghai,Hard,3,Rossi P.,Novak Z.,174,147,2.88,1.48
28/10/2025,Shanghai,Hard,3,Rossi Q.,Mertens O.,177,129,2.35,1.67
28/10/2025,Shanghai,Hard,3,Weiss F.,Tanner N.,213,189,2.02,1.89
28/10/2025,Shanghai,Hard,3,Nadeau A.,Varga G.,138,207,1.37,3.36
28/10/2025,Shanghai,Hard,3,Castell K.,Hale C.,27,75,1.36,3.42
28/10/2025,Shanghai,Hard,3,Jansen O.,Xenos O.,96,222,1.23,4.67
28/10/2025,Shanghai,Hard,3,Eklund M.,Ulrich Z.,51,201,1.29,4.0
29/10/2025,Shanghai,Hard,3,Hale V.,Nadeau L.,84,141,1.66,2.37
29/10/2025,Shanghai,Hard,3,Ostrov G.,Ulrich Z.,150,201,1.45,2.99
29/10/2025,Shanghai,Hard,3,Novak Z.,Mertens W.,147,135,2.77,1.51
29/10/2025,Shanghai,Hard,3,Kovac M.,Xenos Z.,105,228,1.01,32.52
29/10/2025,Shanghai,Hard,3,Mertens F.,Jansen O.,123,96,2.39,1.65
29/10/2025,Shanghai,Hard,3,Gomez X.,Young W.,72,234,1.03,18.52
29/10/2025,Shanghai,Hard,3,Cerny J.,Tanner W.,33,195,1.15,6.38
29/10/2025,Shanghai,Hard,3,Pires G.,Tanner Y.,153,198,1.43,3.07
29/10/2025,Shanghai,Hard,3,Brook T.,Lindqvist W.,21,117,1.08,10.34
30/10/2025,Shanghai,Hard,3,Mertens W.,Quist J.,135,162,1.96,1.95
30/10/2025,Shanghai,Hard,3,Holm N.,Eklund B.,87,48,2.18,1.77
30/10/2025,Shanghai,Hard,3,Abbott E.,Arden R.,3,12,1.57,2.56
30/10/2025,Shanghai,Hard,3,Young W.,Nadeau A.,234,138,13.36,1.05
30/10/2025,Shanghai,Hard,3,Weiss F.,Xenos I.,213,219,1.61,2.47
30/10/2025,Shanghai,Hard,3,Cerny J.,Tanner Y.,33,198,1.17,5.79
30/10/2025,Shanghai,Hard,3,Falk N.,Novak H.,57,144,1.32,3.7
30/10/2025,Shanghai,Hard,3,Barros J.,Mertens D.,15,120,1.17,5.77
30/10/2025,Shanghai,Hard,3,Falk U.,Lindqvist W.,60,117,1.43,3.08
31/10/2025,Shanghai,Hard,3,Arden H.,Tanner V.,9,192,1.04,16.53
31/10/2025,Shanghai,Hard,3,Varga G.,Castell H.,207,24,6.07,1.16
31/10/2025,Shanghai,Hard,3,Jansen O.,Mertens R.,96,132,1.86,2.05
31/10/2025,Shanghai,Hard,3,Eklund B.,Mertens M.,48,126,1.4,3.24
31/10/2025,Shanghai,Hard,3,Keller A.,Tanner Y.,102,198,1.45,2.96
31/10/2025,Shanghai,Hard,3,Jovic F.,Stahl C.,99,180,1.41,3.16
31/10/2025,Shanghai,Hard,3,Cerny G.,Dorn F.,30,39,1.36,3.44
31/10/2025,Shanghai,Hard,3,Dorn R.,Rossi P.,42,174,1.16,6.1
31/10/2025,Shanghai,Hard,3,Stahl F.,Tanner N.,183,189,2.74,1.51
31/10/2025,Shanghai,Hard,3,Ulrich Z.,Quist J.,201,162,2.51,1.6
31/10/2025,Shanghai,Hard,3,Holm N.,Varga R.,87,210,1.24,4.51
31/10/2025,Shanghai,Hard,3,Brook T.,Tanner A.,21,186,1.01,28.82
01/11/2025,Shanghai,Hard,3,Dorn F.,Quist Z.,39,165,1.15,6.47
01/11/2025,Shanghai,Hard,3,Mertens M.,Abbott K.,126,6,16.05,1.04
01/11/2025,Shanghai,Hard,3,Pires G.,Jovic F.,153,99,2.88,1.47
01/11/2025,Shanghai,Hard,3,Ostrov G.,Gomez H.,150,63,3.46,1.36
01/11/2025,Shanghai,Hard,3,Stahl C.,Pires P.,180,156,2.58,1.57
01/11/2025,Shanghai,Hard,3,Novak Z.,Holm N.,147,87,2.45,1.62
01/11/2025,Shanghai,Hard,3,Eklund B.,Lindqvist W.,48,117,1.39,3.28
01/11/2025,Shanghai,Hard,3,Novak H.,Ulrich Z.,144,201,1.47,2.89
01/11/2025,Shanghai,Hard,3,Eklund M.,Varga G.,51,207,1.14,6.66
01/11/2025,Shanghai,Hard,3,Jansen O.,Laurent Q.,96,108,1.95,1.96
02/11/2025,Shanghai,Hard,3,Dorn R.,Barros J.,42,15,2.54,1.58
02/11/2025,Shanghai,Hard,3,Jansen O.,Ostrov G.,96,150,1.59,2.51
02/11/2025,Shanghai,Hard,3,Hale E.,Kovac M.,78,105,1.97,1.93
02/11/2025,Shanghai,Hard,3,Novak H.,Tanner V.,144,192,1.45,2.97
02/11/2025,Shanghai,Hard,3,Pires P.,Ulrich Z.,156,201,1.61,2.48
02/11/2025,Shanghai,Hard,3,Arden H.,Dorn F.,9,39,1.49,2.81
02/11/2025,Shanghai,Hard,3,Laurent Q.,Jovic F.,108,99,1.93,1.98
02/11/2025,Shanghai,Hard,3,Abbott E.,Nadeau A.,3,138,1.08,10.28
02/11/2025,Shanghai,Hard,3,Laurent W.,Falk U.,111,60,2.84,1.49
02/11/2025,Shanghai,Hard,3,Gomez X.,Falk N.,72,57,2.09,1.83
02/11/2025,Shanghai,Hard,3,Jansen D.,Pires G.,93,153,1.94,1.97
02/11/2025,Shanghai,Hard,3,Mertens D.,Tanner A.,120,186,1.5,2.8
03/11/2025,Shanghai,Hard,3,Kovac M.,Nadeau L.,105,141,2.05,1.86
03/11/2025,Shanghai,Hard,3,Falk U.,Gomez U.,60,69,1.99,1.91
03/11/2025,Shanghai,Hard,3,Nadeau A.,Stahl F.,138,183,1.51,2.76
03/11/2025,Shanghai,Hard,3,Duval N.,Jovic F.,45,99,1.48,2.88
03/11/2025,Shanghai,Hard,3,Varga G.,Gomez X.,207,72,8.19,1.11
03/11/2025,Shanghai,Hard,3,Mertens R.,Ulrich Z.,132,201,1.29,3.97
03/11/2025,Shanghai,Hard,3,Abbott E.,Rossi Q.,3,177,1.01,32.52
03/11/2025,Shanghai,Hard,3,Stahl C.,Ostrov G.,180,150,3.23,1.4
03/11/2025,Shanghai,Hard,3,Falk N.,Quist Z.,57,165,1.27,4.17
03/11/2025,Shanghai,Hard,3,Lindqvist D.,Rossi A.,114,168,1.39,3.25
03/11/2025,Shanghai,Hard,3,Tanner N.,Mertens F.,189,123,2.52,1.59
03/11/2025,Shanghai,Hard,3,Gomez Q.,Weiss F.,66,213,1.29,3.99
03/11/2025,Shanghai,Hard,3,Xenos I.,Mertens M.,219,126,4.69,1.23
03/11/2025,Shanghai,Hard,3,Hale C.,Lindqvist W.,75,117,1.82,2.11
04/11/2025,Shanghai,Hard,3,Castell K.,Falk U.,27,60,1.26,4.32
04/11/2025,Shanghai,Hard,3,Rossi N.,Engel Y.,171,54,5.82,1.17
04/11/2025,Shanghai,Hard,3,Tanner N.,Young V.,189,231,1.48,2.85
04/11/2025,Shanghai,Hard,3,Abbott K.,Mertens O.,6,129,1.01,32.52
04/11/2025,Shanghai,Hard,3,Jansen D.,Mertens M.,93,126,1.81,2.12
04/11/2025,Shanghai,Hard,3,Cerny Q.,Hale F.,36,81,1.69,2.31
04/11/2025,Shanghai,Hard,3,Nadeau A.,Kovac M.,138,105,2.03,1.88
04/11/2025,Shanghai,Hard,3,Holm N.,Barros X.,87,18,3.57,1.34
05/11/2025,Shanghai,Hard,3,Mertens F.,Ostrov G.,123,150,2.08,1.83
05/11/2025,Shanghai,Hard,3,Dorn R.,Mertens O.,42,129,1.34,3.57
05/11/2025,Shanghai,Hard,3,Falk U.,Mertens R.,60,132,1.73,2.24
05/11/2025,Shanghai,Hard,3,Mertens W.,Weiss F.,135,213,1.42,3.12
05/11/2025,Shanghai,Hard,3,Tanner Y.,Hale E.,198,78,9.02,1.09
05/11/2025,Shanghai,Hard,3,Arden R.,Mertens M.,12,126,1.22,4.81
05/11/2025,Shanghai,Hard,3,Tanner A.,Nadeau A.,186,138,2.47,1.61
05/11/2025,Shanghai,Hard,3,Varga D.,Xenos U.,204,225,1.57,2.57
05/11/2025,Shanghai,Hard,3,Quist J.,Kovac M.,162,105,2.46,1.61
05/11/2025,Shanghai,Hard,3,Tanner W.,Young W.,195,234,1.15,6.45
05/11/2025,Shanghai,Hard,3,Laurent Q.,Varga R.,108,210,1.31,3.82
05/11/2025,Shanghai,Hard,3,Arden H.,Rossi N.,9,171,1.07,11.07
06/11/2025,Shanghai,Hard,3,Quist J.,Varga G.,162,207,1.8,2.13
06/11/2025,Shanghai,Hard,3,Dorn R.,Varga D.,42,204,1.35,3.51
06/11/2025,Shanghai,Hard,3,Brook T.,Mertens D.,21,120,1.29,3.97
06/11/2025,Shanghai,Hard,3,Ionescu P.,Cerny G.,90,30,5.1,1.21
06/11/2025,Shanghai,Hard,3,Pires V.,Pires P.,159,156,1.73,2.24
06/11/2025,Shanghai,Hard,3,Lindqvist D.,Young V.,114,231,1.14,6.66
06/11/2025,Shanghai,Hard,3,Arden H.,Eklund M.,9,51,1.28,4.12
06/11/2025,Shanghai,Hard,3,Lindqvist W.,Mertens M.,117,126,1.62,2.45
06/11/2025,Shanghai,Hard,3,Xenos O.,Tanner N.,222,189,2.99,1.45
06/11/2025,Shanghai,Hard,3,Gomez Q.,Dorn F.,66,39,2.49,1.6
07/11/2025,Shanghai,Hard,3,Mertens O.,Tanner W.,129,195,1.44,3.03
07/11/2025,Shanghai,Hard,3,Ulrich Z.,Lindqvist W.,201,117,3.74,1.32
07/11/2025,Shanghai,Hard,3,Weiss L.,Young W.,216,234,1.21,5.07
07/11/2025,Shanghai,Hard,3,Mertens F.,Varga D.,123,204,1.35,3.5
07/11/2025,Shanghai,Hard,3,Pires P.,Tanner N.,156,189,1.57,2.57
07/11/2025,Shanghai,Hard,3,Jansen D.,Keller A.,93,102,1.81,2.12
07/11/2025,Shanghai,Hard,3,Nadeau L.,Varga R.,141,210,1.49,2.83
07/11/2025,Shanghai,Hard,3,Gomez U.,Novak Z.,69,147,1.68,2.33
07/11/2025,Shanghai,Hard,3,Castell H.,Stahl F.,24,183,1.06,12.43
07/11/2025,Shanghai,Hard,3,Arden H.,Young V.,9,231,1.01,32.52
07/11/2025,Shanghai,Hard,3,Castell K.,Duval N.,27,45,1.69,2.3
07/11/2025,Shanghai,Hard,3,Rossi Q.,Hale F.,177,81,4.11,1.28
07/11/2025,Shanghai,Hard,3,Dorn R.,Lindqvist D.,42,114,1.51,2.75
08/11/2025,Shanghai,Hard,3,Cerny J.,Mertens O.,33,129,1.23,4.79
08/11/2025,Shanghai,Hard,3,Arden H.,Varga D.,9,204,1.04,15.91
08/11/2025,Shanghai,Hard,3,Engel Y.,Jovic F.,54,99,1.66,2.37
08/11/2025,Shanghai,Hard,3,Castell K.,Mertens W.,27,135,1.24,4.59
08/11/2025,Shanghai,Hard,3,Hale V.,Pires G.,84,153,1.67,2.34
08/11/2025,Shanghai,Hard,3,Hale F.,Ulrich Z.,81,201,1.07,10.65
08/11/2025,Shanghai,Hard,3,Dorn F.,Lindqvist W.,39,117,1.18,5.57
08/11/2025,Shanghai,Hard,3,Gomez U.,Varga G.,69,207,1.25,4.44
09/11/2025,Shanghai,Hard,3,Eklund M.,Tanner V.,51,192,1.09,9.27
09/11/2025,Shanghai,Hard,3,Abbott E.,Hale E.,3,78,1.01,32.52
09/11/2025,Shanghai,Hard,3,Gomez H.,Tanner A.,63,186,1.31,3.79
09/11/2025,Shanghai,Hard,3,Brook T.,Ulrich Z.,21,201,1.01,32.52
09/11/2025,Shanghai,Hard,3,Rossi N.,Zeller P.,171,240,1.09,9.5
09/11/2025,Shanghai,Hard,3,Abbott K.,Keller A.,6,102,1.09,8.99
09/11/2025,Shanghai,Hard,3,Castell K.,Tanner N.,27,189,1.16,6.12
09/11/2025,Shanghai,Hard,3,Jovic F.,Ostrov G.,99,150,1.45,3.0
09/11/2025,Shanghai,Hard,3,Rossi Q.,Varga R.,177,210,1.78,2.16
10/11/2025,Shanghai,Hard,3,Hale V.,Young W.,84,234,1.05,13.1
10/11/2025,Shanghai,Hard,3,Tanner A.,Mertens W.,186,135,2.81,1.49
10/11/2025,Shanghai,Hard,3,Laurent W.,Arden H.,111,9,3.93,1.3
10/11/2025,Shanghai,Hard,3,Dorn F.,Gomez U.,39,69,1.47,2.92
10/11/2025,Shanghai,Hard,3,Mertens M.,Rossi N.,126,171,1.73,2.24
10/11/2025,Shanghai,Hard,3,Novak H.,Mertens O.,144,129,2.06,1.85
10/11/2025,Shanghai,Hard,3,Tanner W.,Hale F.,195,81,3.68,1.33
10/11/2025,Shanghai,Hard,3,Pires P.,Hale C.,156,75,3.16,1.41
10/11/2025,Shanghai,Hard,3,Abbott E.,Quist J.,3,162,1.03,17.24
10/11/2025,Shanghai,Hard,3,Abbott K.,Weiss F.,6,213,1.05,13.56
11/11/2025,Shanghai,Hard,3,Dorn F.,Eklund M.,39,51,1.5,2.8
11/11/2025,Shanghai,Hard,3,Cerny Q.,Barros X.,36,18,2.92,1.47
11/11/2025,Shanghai,Hard,3,Laurent W.,Xenos Z.,111,228,1.24,4.52
11/11/2025,Shanghai,Hard,3,Abbott K.,Mertens O.,6,129,1.01,32.52
11/11/2025,Shanghai,Hard,3,Stahl F.,Duval N.,183,45,3.94,1.3
11/11/2025,Shanghai,Hard,3,Ulrich Z.,Young W.,201,234,1.3,3.92
11/11/2025,Shanghai,Hard,3,Gomez H.,Rossi P.,63,174,1.43,3.08
11/11/2025,Shanghai,Hard,3,Arden R.,Jansen D.,12,93,1.16,6.17
12/11/2025,Shanghai,Hard,3,Hale F.,Xenos Z.,81,228,1.13,7.31
12/11/2025,Shanghai,Hard,3,Falk U.,Barros X.,60,18,2.39,1.65
12/11/2025,Shanghai,Hard,3,Castell H.,Lindqvist W.,24,117,1.42,3.14
12/11/2025,Shanghai,Hard,3,Lindqvist D.,Quist J.,114,162,1.57,2.57
12/11/2025,Shanghai,Hard,3,Rossi Q.,Gomez U.,177,69,3.81,1.31
12/11/2025,Shanghai,Hard,3,Cerny Q.,Young V.,36,231,1.1,8.75
12/11/2025,Shanghai,Hard,3,Gomez X.,Tanner N.,72,189,1.13,7.13
12/11/2025,Shanghai,Hard,3,Falk N.,Xenos I.,57,219,1.12,7.76
12/11/2025,Shanghai,Hard,3,Hale C.,Mertens O.,75,129,1.56,2.59
12/11/2025,Shanghai,Hard,3,Jovic F.,Xenos U.,99,225,1.01,28.9
12/11/2025,Shanghai,Hard,3,Mertens F.,Tanner Y.,123,198,1.45,2.98
12/11/2025,Shanghai,Hard,3,Eklund B.,Jansen D.,48,93,1.59,2.53
12/11/2025,Shanghai,Hard,3,Gomez H.,Castell K.,63,27,3.53,1.35
13/11/2025,Shanghai,Hard,3,Weiss F.,Novak H.,213,144,4.46,1.25
13/11/2025,Shanghai,Hard,3,Gomez U.,Stahl C.,69,180,1.11,8.1
13/11/2025,Shanghai,Hard,3,Gomez H.,Laurent W.,63,111,1.67,2.34
13/11/2025,Shanghai,Hard,3,Lindqvist W.,Stahl F.,117,183,1.4,3.22
13/11/2025,Shanghai,Hard,3,Eklund M.,Dorn R.,51,42,1.7,2.29
13/11/2025,Shanghai,Hard,3,Engel Y.,Castell K.,54,27,2.22,1.74
13/11/2025,Shanghai,Hard,3,Tanner A.,Hale V.,186,84,3.2,1.4
13/11/2025,Shanghai,Hard,3,Nadeau A.,Rossi P.,138,174,1.37,3.36
13/11/2025,Shanghai,Hard,3,Hale F.,Quist Z.,81,165,1.22,4.83
13/11/2025,Shanghai,Hard,3,Gomez Q.,Novak Z.,66,147,1.32,3.72
14/11/2025,Shanghai,Hard,3,Gomez Q.,Mertens O.,66,129,1.35,3.54
14/11/2025,Shanghai,Hard,3,Pires V.,Ostrov G.,159,150,2.81,1.49
14/11/2025,Shanghai,Hard,3,Falk N.,Ulrich Z.,57,201,1.09,9.47
14/11/2025,Shanghai,Hard,3,Brook T.,Tanner Y.,21,198,1.04,15.58
14/11/2025,Shanghai,Hard,3,Pires P.,Gomez H.,156,63,2.9,1.47
14/11/2025,Shanghai,Hard,3,Engel Y.,Varga D.,54,204,1.17,5.78
14/11/2025,Shanghai,Hard,3,Arden R.,Lindqvist D.,12,114,1.26,4.35
14/11/2025,Shanghai,Hard,3,Hale F.,Hale E.,81,78,1.74,2.22
15/11/2025,Shanghai,Hard,3,Tanner V.,Quist Z.,192,165,4.35,1.26
15/11/2025,Shanghai,Hard,3,Weiss F.,Quist J.,213,162,2.45,1.62
15/11/2025,Shanghai,Hard,3,Pires G.,Mertens F.,153,123,2.31,1.69
15/11/2025,Shanghai,Hard,3,Barros X.,Nadeau A.,18,138,1.12,7.4
15/11/2025,Shanghai,Hard,3,Gomez X.,Xenos I.,72,219,1.17,5.88
15/11/2025,Shanghai,Hard,3,Keller A.,Mertens W.,102,135,1.68,2.33
15/11/2025,Shanghai,Hard,3,Barros J.,Young W.,15,234,1.01,32.52
15/11/2025,Shanghai,Hard,3,Lindqvist D.,Stahl C.,114,180,1.47,2.92
15/11/2025,Shanghai,Hard,3,Ulrich Z.,Cerny J.,201,33,6.6,1.14
15/11/2025,Shanghai,Hard,3,Arden R.,Varga D.,12,204,1.01,32.52
15/11/2025,Shanghai,Hard,3,Mertens O.,Duval N.,129,45,3.04,1.44
15/11/2025,Shanghai,Hard,3,Engel Y.,Xenos Z.,54,228,1.04,16.1
15/11/2025,Shanghai,Hard,3,Castell K.,Ostrov G.,27,150,1.18,5.62
16/11/2025,Shanghai,Hard,3,Cerny G.,Zeller P.,30,240,1.01,32.52
16/11/2025,Shanghai,Hard,3,Mertens F.,Young V.,123,231,1.12,7.64
16/11/2025,Shanghai,Hard,3,Tanner A.,Varga D.,186,204,1.84,2.08
16/11/2025,Shanghai,Hard,3,Ostrov G.,Dorn R.,150,42,5.47,1.19
16/11/2025,Shanghai,Hard,3,Stahl C.,Xenos Z.,180,228,1.38,3.33
16/11/2025,Shanghai,Hard,3,Lindqvist W.,Nadeau L.,117,141,2.08,1.84
16/11/2025,Shanghai,Hard,3,Mertens R.,Mertens O.,132,129,2.52,1.59
16/11/2025,Shanghai,Hard,3,Pires P.,Ulrich Z.,156,201,1.35,3.49
17/11/2025,Shanghai,Hard,3,Hale E.,Mertens R.,78,132,1.67,2.35
17/11/2025,Shanghai,Hard,3,Mertens M.,Stahl F.,126,183,1.62,2.44
17/11/2025,Shanghai,Hard,3,Engel Y.,Weiss F.,54,213,1.08,9.84
17/11/2025,Shanghai,Hard,3,Cerny Q.,Xenos U.,36,225,1.05,13.54
17/11/2025,Shanghai,Hard,3,Rossi P.,Varga R.,174,210,1.46,2.93
17/11/2025,Shanghai,Hard,3,Mertens O.,Tanner N.,129,189,1.68,2.32
17/11/2025,Shanghai,Hard,3,Barros J.,Laurent W.,15,111,1.2,5.18
17/11/2025,Shanghai,Hard,3,Laurent Q.,Young W.,108,234,1.03,18.68
18/11/2025,Shanghai,Hard,3,Mertens F.,Zeller P.,123,240,1.01,32.52
18/11/2025,Shanghai,Hard,3,Jansen O.,Ulrich Z.,96,201,1.22,4.92
18/11/2025,Shanghai,Hard,3,Brook T.,Arden R.,21,12,1.94,1.96
18/11/2025,Shanghai,Hard,3,Mertens D.,Ostrov G.,120,150,1.89,2.02
18/11/2025,Shanghai,Hard,3,Keller A.,Rossi P.,102,174,1.35,3.52
18/11/2025,Shanghai,Hard,3,Gomez H.,Tanner V.,63,192,1.19,5.51
18/11/2025,Shanghai,Hard,3,Novak Z.,Stahl F.,147,183,1.4,3.24
18/11/2025,Shanghai,Hard,3,Lindqvist D.,Mertens R.,114,132,1.92,1.98
18/11/2025,Shanghai,Hard,3,Tanner W.,Engel Y.,195,54,7.21,1.13
18/11/2025,Shanghai,Hard,3,Tanner N.,Duval N.,189,45,4.68,1.23
18/11/2025,Shanghai,Hard,3,Rossi Q.,Ionescu P.,177,90,3.77,1.32
18/11/2025,Shanghai,Hard,3,Pires G.,Xenos O.,153,222,1.22,4.89
18/11/2025,Shanghai,Hard,3,Abbott K.,Laurent Q.,6,108,1.41,3.15
18/11/2025,Shanghai,Hard,3,Cerny G.,Hale V.,30,84,1.51,2.75
19/11/2025,Shanghai,Hard,3,Hale C.,Holm N.,75,87,2.25,1.72
19/11/2025,Shanghai,Hard,3,Abbott E.,Arden R.,3,12,1.36,3.43
19/11/2025,Shanghai,Hard,3,Ionescu P.,Jansen D.,90,93,2.27,1.71
19/11/2025,Shanghai,Hard,3,Keller A.,Mertens F.,102,123,1.85,2.06
19/11/2025,Shanghai,Hard,3,Cerny G.,Lindqvist D.,30,114,1.18,5.69
19/11/2025,Shanghai,Hard,3,Engel Y.,Zeller P.,54,240,1.1,8.86
19/11/2025,Shanghai,Hard,3,Nadeau L.,Weiss F.,141,213,1.41,3.19
19/11/2025,Shanghai,Hard,3,Pires V.,Tanner A.,159,186,1.85,2.07
19/11/2025,Shanghai,Hard,3,Dorn F.,Gomez H.,39,63,1.72,2.26
19/11/2025,Shanghai,Hard,3,Tanner N.,Nadeau A.,189,138,2.47,1.61
19/11/2025,Shanghai,Hard,3,Eklund M.,Lindqvist W.,51,117,1.45,3.0
19/11/2025,Shanghai,Hard,3,Dorn R.,Duval N.,42,45,1.9,2.01
20/11/2025,Shanghai,Hard,3,Gomez U.,Varga D.,69,204,1.23,4.66
20/11/2025,Shanghai,Hard,3,Hale C.,Tanner A.,75,186,1.09,9.17
20/11/2025,Shanghai,Hard,3,Hale F.,Pires P.,81,156,1.54,2.66
20/11/2025,Shanghai,Hard,3,Castell K.,Nadeau L.,27,141,1.09,9.34
20/11/2025,Shanghai,Hard,3,Abbott K.,Arden H.,6,9,2.04,1.87
20/11/2025,Shanghai,Hard,3,Novak Z.,Abbott E.,147,3,32.52,1.01
20/11/2025,Shanghai,Hard,3,Mertens O.,Laurent W.,129,111,2.05,1.86
20/11/2025,Shanghai,Hard,3,Castell H.,Mertens M.,24,126,1.21,4.98
20/11/2025,Shanghai,Hard,3,Gomez H.,Varga G.,63,207,1.12,7.75
20/11/2025,Shanghai,Hard,3,Holm N.,Novak H.,87,144,1.68,2.33
20/11/2025,Shanghai,Hard,3,Arden R.,Weiss L.,12,216,1.06,12.05
20/11/2025,Shanghai,Hard,3,Cerny J.,Tanner N.,33,189,1.16,6.16
20/11/2025,Shanghai,Hard,3,Falk U.,Laurent Q.,60,108,1.74,2.23
21/11/2025,Shanghai,Hard,3,Brook T.,Stahl C.,21,180,1.15,6.5
21/11/2025,Shanghai,Hard,3,Nadeau L.,Laurent Q.,141,108,1.96,1.94
21/11/2025,Shanghai,Hard,3,Mertens D.,Tanner V.,120,192,1.4,3.23
21/11/2025,Shanghai,Hard,3,Dorn F.,Lindqvist D.,39,114,1.49,2.82
21/11/2025,Shanghai,Hard,3,Rossi P.,Young W.,174,234,1.2,5.22
21/11/2025,Shanghai,Hard,3,Duval N.,Mertens F.,45,123,1.31,3.86
21/11/2025,Shanghai,Hard,3,Rossi Q.,Varga R.,177,210,1.69,2.3
21/11/2025,Shanghai,Hard,3,Hale C.,Ionescu P.,75,90,1.84,2.07
21/11/2025,Shanghai,Hard,3,Keller A.,Hale V.,102,84,2.38,1.66
21/11/2025,Shanghai,Hard,3,Hale F.,Mertens M.,81,126,1.73,2.24
21/11/2025,Shanghai,Hard,3,Holm N.,Jovic F.,87,99,2.0,1.9
21/11/2025,Shanghai,Hard,3,Xenos I.,Jansen O.,219,96,13.27,1.05
21/11/2025,Shanghai,Hard,3,Pires V.,Rossi N.,159,171,1.77,2.17
22/11/2025,Shanghai,Hard,3,Gomez H.,Gomez X.,63,72,2.15,1.78
